7653	49.3343
7654	32.2833
7853	10.1614
7854	2.5678
8354	6.75998
8504	9.86687
8505	6.45665
8554	20.755
8555	6.45665
8704	2.03228
8705	0.513559
8754	5.56324
8755	0.513559
8756	5.29041
8954	3.4007
8955	5.35757
9052	3.05898
9053	12.61
9157	3.90263
9158	4.46378
9205	1.352
9252	2.83906
9253	10.6991
9254	3.43916
9255	6.02102
9405	2.17762
9455	7.78613
9605	0.706193
9607	1.05808
9655	0.706193
9657	1.05808
9753	2.40406
9754	10.6194
9805	0.680139
9806	1.07151
9855	6.44289
9856	5.27734
9903	0.611796
9904	10.4215
9905	8.35497
9953	9.96915
9954	18.7853
10003	2.1451
10004	4.51912
10008	0.780527
10009	0.892756
10058	0.780527
10059	0.892756
10103	0.567812
10104	2.13983
10105	0.687831
10106	0.933804
10153	0.567812
10154	2.13983
10155	0.687831
10156	0.933804
10158	3.77071
10159	2.88381
10306	1.1217
10356	1.1217
10403	3.6121
10404	5.49864
10453	4.40342
10456	5.75574
10457	5.95788
10557	4.723
10558	3.75636
10604	0.480812
10605	13.8251
10606	6.17672
10654	17.291
10655	18.2427
10706	1.15255
10707	0.841165
10755	1.5799
10756	2.82354
10757	0.841165
10804	6.40195
10805	30.0331
10806	5.28846
10854	2.30049
10855	9.80628
10904	0.42902
10905	0.903824
11009	0.754143
11010	0.576762
11059	0.754143
11060	0.576762
11254	4.31194
11255	15.0479
11256	2.69622
11304	17.8503
11305	10.317
11307	11.9083
11308	21.7986
11353	5.07557
11354	5.24197
11355	3.89627
11356	2.73506
11357	5.42536
11358	5.63653
11408	0.944599
11409	0.751273
11456	2.34025
11457	1.23534
11458	0.944599
11459	0.751273
11505	7.91259
11506	15.6811
11507	1.23534
11555	3.36203
11556	3.22376
11655	0.906095
11656	5.04011
11657	0.723494
11658	5.88933
11659	5.04938
11705	0.906095
11706	6.17007
11707	0.723494
11756	1.12996
12004	2.93144
12005	10.3157
12006	2.28436
12054	5.37699
12055	3.60845
12105	0.717905
12106	2.78963
12107	0.539243
12155	3.96734
12156	4.63308
12157	0.539243
12158	2.15143
12159	4.12141
12204	9.05792
12205	19.1886
12206	2.6227
12207	4.56029
12208	50.4785
12209	49.8712
12210	1.57758
12254	1.01511
12255	2.19429
12256	0.779254
12257	0.547012
12258	13.1455
12259	13.8271
12308	3.87308
12309	4.13748
12356	0.910113
12357	2.02341
12406	0.910113
12407	5.0201
12408	3.81441
12457	2.85468
12458	10.0368
12459	4.39089
12509	1.17787
12510	1.00988
12559	1.17787
12560	1.00988
12855	0.586288
